pq_id,source_type,author,publication_title,date,title,document_type,tca,copyright,university_news,city,state,census_region
2417255269,Newspapers,"Gates, Jimmie E; BEVERIDGE, LICI","Hattiesburg American; Hattiesburg, Miss.",2020-06-26,Court sides with officer in shooting death,News,0,Copyright 2020 - HATTIESBURG AMERICAN - All Rights Reserved.,0,HATTIESBURG,MS,South
2417847854,Newspapers,NA,"The Clarion Ledger; Jackson, Miss.",2020-06-28,Protests prompt Southern towns to face pasts,News,0,Copyright 2020 - THE CLARION-LEDGER - All Rights Reserved.,0,JACKSON,MS,South
2419347111,Newspapers,NA,"Hattiesburg American; Hattiesburg, Miss.",2020-06-28,Black Lives Matter protests prompt Southern towns to face pasts,News,0,Copyright 2020 - HATTIESBURG AMERICAN - All Rights Reserved.,0,HATTIESBURG,MS,South
2418102457,Newspapers,NA,"The Tennessean; Nashville, Tenn.",2020-06-28,Reckoning in rural South: Black Lives Matter protests prompt small towns to face the past,News,0,Copyright 2020 - THE TENNESSEAN - All Rights Reserved.,0,NASHVILLE,TN,South
2420068633,Newspapers,NA,"The Town Talk; Alexandria, La.",2020-06-28,Rural South reckoning: Black Lives Matter protests prompt Southern towns to face their pasts,News,0,Copyright 2020 - THE TOWN TALK - All Rights Reserved.,0,ALEXANDRIA,LA,South
2417966405,Newspapers,NA,"The Times; Shreveport, La.",2020-06-29,"A reckoning in the rural south: Amid Black Lives Matter protests, towns face their pasts, debate their futures",News,0,Copyright 2020 - THE TIMES - All Rights Reserved.,0,SHREVEPORT,LA,South
2408345365,Newspapers,"Armstrong, Jenice","Philadelphia Daily News; Philadelphia, Pa.",2020-06-01,"Question is, where do we go from here?",News,0,"Copyright Philadelphia Media Network (Newspapers) LLC Jun 1, 2020",0,PHILADELPHIA,PA,Northeast
2408348634,Newspapers,"Armstrong, Jenice","Philadelphia Inquirer; Philadelphia, Pa.",2020-06-01,"It's about more than just George Floyd: King would not have condoned this, but would have understood that the status quo doesn't work.","Opinions, Commentary",0,"Copyright Philadelphia Media Network (Newspapers) LLC Jun 1, 2020",0,PHILADELPHIA,PA,Northeast
2411919932,Newspapers,"McCarthy, Erin; Goodin-Smith, Oona; Tornoe, Rob","Philadelphia Inquirer; Philadelphia, Pa.",2020-06-11,Letters on the Street: Not all in Fishtown see painting event as meaningful.,News,0,"Copyright Philadelphia Media Network (Newspapers) LLC Jun 11, 2020",0,PHILADELPHIA,PA,Northeast
2413227919,Newspapers,"Lauer, Claudia; Long, Colleen","Telegraph - Herald; Dubuque, Iowa",2020-06-14,Police disciplinary records largely remain secret,News,0,"Copyright Telegraph Herald Jun 14, 2020",0,DUBUQUE,IA,North Central
2423332118,Newspapers,"ByDAIN SAINT,CRAIGR. McCOY,TOMMYROWAN,andVALERIERUSS","Philadelphia Inquirer; Philadelphia, Pa.",2020-07-12,BLACK AND BLUE: CHAPTER 1; FIGHT FOR FREEDOM; CHAPTER 2; FREE BUT UNEQUAL; CHAPTER 4; EYES ON INJUSTICE; CHAPTER 3; THE RIZZO YEARS; CHAPTER 5; THE STRUGGLE CONTINUES; BLACK AND BLUE|A HISTORY OF POLICE VIOLENCE; BLACK AND BLUE|A HISTORY OF POLICE +; VIOLENCE; CHAPTER 4; CHAPTER 3,News,0,"Copyright Philadelphia Media Network (Newspapers) LLC Jul 12, 2020",0,PHILADELPHIA,PA,Northeast
2414909100,Newspapers,"Briquelet, Kate",The Daily Beast; New York,2020-06-19,"Video Emerges of MAGA-Loving Tulsa Ex-Jailer Shooting Unarmed Black Man: In the video, security guard Christopher Straight pepper-sprays Carlos Carson, who was unarmed, while Carson’s back was turned. Moments later, Straight shoots and kills him.",News,0,"Copyright The Newsweek/Daily Beast Company LLC Jun 19, 2020",0,NEW YORK,NY,Northeast
2409399449,Newspapers,"McGrane, Victoria; Rosen, Andy; Gal Tziperman Lotan; Bray, Hiawatha",Boston Globe (Online); Boston,2020-06-04,"Protests across the region remember George Floyd, other Black Americans killed: Demonstrations are being held in Woburn, Newton, Jamaica Plain, Roslindale and Milton.",News,0,"Copyright Boston Globe Media Partners, LLC Jun 4, 2020",0,BOSTON,MA,Northeast
2409185683,Newspapers,NA,"New York Times, Late Edition (East Coast); New York, N.Y.",2020-06-04,Some Cities Begin to Relax Curfews [With graphic(s)],News,0,"Copyright New York Times Company Jun 4, 2020",0,NEW YORK,NY,Northeast
2411128534,Newspapers,"Shedlock, Jerzy","Columbian; Vancouver, Wash.",2020-06-07,Wheels of justice line up,News,0,"Copyright Columbian Publishing Company Jun 7, 2020",0,VANCOUVER,WA,West
2409038039,Newspapers,NA,"Indianapolis Star; Indianapolis, Ind.",2020-06-04,"Letters: IMPD officers show courage, empathy during Monday's protest",Editorial,0,Copyright 2020 - THE INDIANAPOLIS STAR - All Rights Reserved.,0,INDIANAPOLIS,IN,North Central
2407660498,Newspapers,"Jonsson, Patrik","The Christian Science Monitor; Boston, Mass.",2020-05-29,"Despite furor, accountability lags for police. Here’s why it might change.",News,0,"Copyright The Christian Science Publishing Society (d/b/a ""The Christian Science Monitor""), trusteeship under the laws of the Commonwealth of Massachusetts May 29, 2020",0,BOSTON,MA,Northeast
2407798824,Newspapers,"Bailey, Holly; Berman, Mark","The Washington Post; Washington, D.C.",2020-05-31,Police violence is nothing new to this city,News,0,"Copyright WP Company LLC d/b/a The Washington Post May 31, 2020",0,WASHINGTON,DC,Northeast
2428575887,Newspapers,"Mahdi, Hamid","Muslim Journal; Chicago, Ill.",2020-06-19,"On The Eve of Juneteenth ""Black Lives - STILL - Matter"" The Sojourn of African Americans Open Doors to the Rights of All Americans",News,0,"Copyright Muslim Journal Jun 19, 2020",0,CHICAGO,IL,North Central
2416835834,Newspapers,"Berg, Jenny",USA Today (Online); Arlington,2020-06-25,"A month after George Floyd's death, the hard work begins in Minneapolis, St. Paul",News,0,"Copyright USA Today, a division of Gannett Satellite Information Network, Inc. Jun 25, 2020",0,ARLINGTON,VA,South
2417964396,Newspapers,"Berg, Jenny","St. Cloud Times; St. Cloud, Minn.",2020-06-29,"Twin Cities leaders ponder 'real change': One month after George Floyd's death, the hard work starts",News,0,Copyright 2020 - ST. CLOUD TIMES - All Rights Reserved.,0,ST. CLOUD,MN,North Central
2411651651,Newspapers,"Mullan, Dillon","The Santa Fe New Mexican; Santa Fe, N.M.",2020-05-30,"In Santa Fe and across nation, outrage",News,0,"Copyright Santa Fe New Mexican May 30, 2020",0,SANTA FE,NM,West
2409487146,Newspapers,"Slattery, Lydia","Oshkosh Northwestern; Oshkosh, Wis.",2020-06-05,"Peaceful assembly: Protesters gather to express frustrations with racism, police",News,0,Copyright 2020 - OSHKOSH NORTHWESTERN - All Rights Reserved.,0,OSHKOSH,WI,North Central
2417976122,Newspapers,"Harkins, Paighten","The Salt Lake Tribune; Salt Lake City, Utah",2020-06-28,Only 3 Utah cops faced charges for shooting at people in the past decade. None was convicted. Here’s why.,News,0,"Copyright The Salt Lake Tribune Jun 28, 2020",0,SALT LAKE CITY,UT,West
2422650472,Newspapers,"Harkins, Paighten","The Salt Lake Tribune; Salt Lake City, Utah",2020-07-11,You’ve seen the Salt Lake City mural with the faces of people killed by Utah police. Here are their stories.,News,0,"Copyright The Salt Lake Tribune Jul 11, 2020",0,SALT LAKE CITY,UT,West
2407818803,Newspapers,"Hrenchir, Tim","Topeka Capital Journal; Topeka, Kan.",2020-05-31,Large rally at Statehouse protests police brutality,News,0,"Copyright Topeka Capital Journal May 31, 2020",0,TOPEKA,KS,North Central
2422579263,Newspapers,"Hrenchir, Tim","Topeka Capital Journal; Topeka, Kan.",2020-07-12,Police Chief Cochran seeks to defuse tensions,News,0,"Copyright Topeka Capital Journal Jul 12, 2020",0,TOPEKA,KS,North Central
2409900065,Newspapers,"Jackman, Tom","The Washington Post; Washington, D.C.",2020-06-07,Prosecutor says FBI barred files on Ghaisar,News,0,"Copyright WP Company LLC d/b/a The Washington Post Jun 7, 2020",0,WASHINGTON,DC,Northeast
2409326759,Newspapers,NA,"Daily Herald; Arlington Heights, Ill.",2020-06-04,How long until we have a healing change of heart on race,News,0,"Copyright Daily Herald Jun 4, 2020",0,ARLINGTON HEIGHTS,IL,North Central
2409327083,Newspapers,NA,"Daily Herald; Arlington Heights, Ill.",2020-06-04,How long until we have a healing change of heart on race,News,0,"Copyright Daily Herald Jun 4, 2020",0,ARLINGTON HEIGHTS,IL,North Central
2410388412,Newspapers,"Starks, John; Ferrarin, Elena","Daily Herald; Arlington Heights, Ill.",2020-06-06,Clements’ father: ‘This is about you’ March: ‘You’ve got to,News,0,"Copyright Daily Herald Jun 6, 2020",0,ARLINGTON HEIGHTS,IL,North Central
2410391551,Newspapers,"Starks, John; Ferrarin, Elena","Daily Herald; Arlington Heights, Ill.",2020-06-06,Clements’ father speaks at Elgin ‘demonstration of love’,News,0,"Copyright Daily Herald Jun 6, 2020",0,ARLINGTON HEIGHTS,IL,North Central
2416285190,Newspapers,"Ferrarin, Elena","Daily Herald; Arlington Heights, Ill.",2020-06-24,Black Lives Matter activists in Elgin list six demands about,News,0,"Copyright Daily Herald Jun 24, 2020",0,ARLINGTON HEIGHTS,IL,North Central
2420528594,Newspapers,"McCoppin, Robert","Chicago Tribune; Chicago, Ill.",2020-07-07,"Solutions aim to improve policing [Corrected 07/08/2020]: Chiefs, NAACP agree on principles, but some activists say it falls far short",News,0,"Copyright Tribune Publishing Company, LLC Jul 7, 2020",0,CHICAGO,IL,North Central
2420660908,Newspapers,NA,"Daily Herald; Arlington Heights, Ill.",2020-07-07,‘We mean business’: Elgin activists continue to push for change -BYLN- By Elena Ferrarin eferrarin@dailyherald.com,News,0,"Copyright Daily Herald Jul 7, 2020",0,ARLINGTON HEIGHTS,IL,North Central
2407639380,Newspapers,Associated Press,"The Times - Tribune; Scranton, Pa.",2020-05-29,"Trump Calls Minneapolis Protesters 'thugs,' Vows Action",News,0,"Copyright The Times-Tribune May 29, 2020",0,SCRANTON,PA,Northeast
2409487617,Newspapers,"Ortiz, Jorge L; Hertel, Nora G; Emmert, Mark","USA TODAY; McLean, Va.",2020-06-05,"A day of grief, a call to action",News,0,"Copyright USA Today, a division of Gannett Satellite Information Network, Inc. Jun 5, 2020",0,MCLEAN,VA,South
2410996849,Newspapers,"Duara, Nigel; Cimini, Kate; Botts, Jackie; Tobias, Manuela","The Salinas Californian; Salinas, Calif.",2020-06-10,"Different motives, same message: Protests in several cities show diversity of crowds",News,0,Copyright 2020 - THE SALINAS CALIFORNIAN - All Rights Reserved.,0,SALINAS,CA,West
2411099728,Newspapers,NICQUEL TERRY ELLIS,"Tallahassee Democrat; Tallahassee, Fla.",2020-06-10,The man beside the mourners: Attorney Ben Crump fights for justice for black families across the country,News,0,Copyright 2020 - TALLAHASSEE DEMOCRAT - All Rights Reserved.,0,TALLAHASSEE,FL,South
2411931482,Newspapers,"Walters, Dan","The Press Democrat; Santa Rosa, Calif.",2020-06-11,Walters: Floyd protests challenge politicians,Editorial,0,"Copyright Sonoma Media Investments, LLC Jun 11, 2020",0,SANTA ROSA,CA,West
2415190404,Newspapers,"Zou, Jie Jenny; Wailoo, Elliot; O'Toole, Molly","Los Angeles Times; Los Angeles, Calif.",2020-06-22,"Officer training by institute fosters fear, critics say",News,0,"Copyright Los Angeles Times Jun 22, 2020",0,LOS ANGELES,CA,West
2426853187,Newspapers,NA,"Targeted News Service; Washington, D.C.",2020-06-24,Sen. Feinstein Opposes Republican Policing Bill,News,0,Targeted News Service,0,WASHINGTON,DC,Northeast
2416920768,Newspapers,NA,"Targeted News Service; Washington, D.C.",2020-06-25,Sen. Feinstein Opposes Republican Policing Bill,News,0,Targeted News Service,0,WASHINGTON,DC,Northeast
2421896272,Newspapers,NA,"Targeted News Service; Washington, D.C.",2020-07-10,Sen. Heinrich Backs Legislation to Hold Police Departments Accountable for Discriminatory Practices,News,0,Targeted News Service,0,WASHINGTON,DC,Northeast
2422308725,Newspapers,"Tchekmedyian, Alene; Queally, James","Los Angeles Times; Los Angeles, Calif.",2020-07-11,Deputies' tactics in spotlight in killing; Questionable actions in Andres Guardado case put pressure on Los Angeles sheriff.,News,0,"Copyright Los Angeles Times Jul 11, 2020",0,LOS ANGELES,CA,West
2412658775,Newspapers,"Heim, Joe; Chason, Rachel; Vozzella, Laura; Natanson, Hannah","The Washington Post; Washington, D.C.",2020-06-14,"Protesters gather outside Bowser's home, calling for defunding of police",News,0,"Copyright WP Company LLC d/b/a The Washington Post Jun 14, 2020",0,WASHINGTON,DC,Northeast
2422482783,Newspapers,"Culpepper, Chuck","The Washington Post; Washington, D.C.",2020-07-12,"On Richmond's Monument Avenue, Ashe may be the last one standing",News,0,"Copyright WP Company LLC d/b/a The Washington Post Jul 12, 2020",0,WASHINGTON,DC,Northeast
2415047041,Newspapers,"Tan, Rebecca","The Washington Post; Washington, D.C.",2020-06-21,"Fighting for change, trying to define it",News,0,"Copyright WP Company LLC d/b/a The Washington Post Jun 21, 2020",0,WASHINGTON,DC,Northeast
2417946182,Newspapers,"McCartney, Robert","The Washington Post; Washington, D.C.",2020-06-29,D.C. area not exempt from abuse by police,News,0,"Copyright WP Company LLC d/b/a The Washington Post Jun 29, 2020",0,WASHINGTON,DC,Northeast
2407957885,Newspapers,"Hamill, Sean D; Stinelli, Mick; Goldstein, Andrew","Pittsburgh Post - Gazette; Pittsburgh, Pa.",2020-05-31,PEACEFUL RALLY TURNS VIOLENT DOWNTOWN,News,0,"Copyright Pittsburgh Post - Gazette May 31, 2020",0,PITTSBURGH,PA,Northeast
2407957909,Newspapers,"Goldstein, Andrew; Stinelli, Mick; Dague, Tyler","Pittsburgh Post - Gazette; Pittsburgh, Pa.",2020-06-01,"THE CALM AFTER THE STORM A DAY AFTER RIOTING, ANTI-RACISM DEMONSTRATIONS GO SMOOTHLY IN CITY",News,0,"Copyright Pittsburgh Post - Gazette Jun 1, 2020",0,PITTSBURGH,PA,Northeast
2409196220,Newspapers,"Fernandez, Cynthia; Spotlight, P A","Pittsburgh Post - Gazette; Pittsburgh, Pa.",2020-06-04,DEMOCRATS RENEW CALL FOR POLICE REFORMS IN PA.,News,0,"Copyright Pittsburgh Post - Gazette Jun 4, 2020",0,PITTSBURGH,PA,Northeast
2413617159,Newspapers,"Jackson, David; Wu, Nicholas",USA Today (Online); Arlington,2020-06-16,"'Contentious' or 'compassionate'? Ahmaud Arbery's relatives, other families meet with Donald Trump to talk police reform",News,0,"Copyright USA Today, a division of Gannett Satellite Information Network, Inc. Jun 16, 2020",0,ARLINGTON,VA,South
2414181018,Newspapers,"Carr, Dillon","Tribune - Review / Pittsburgh Tribune - Review; Greensburg, Pa.",2020-06-17,A couple hundred people snaked through Downtown Pittsburgh streets Tuesday to protest police brutality and racism in the city's third week of demonstrations following the death of George Floyd [Derived Headline],News,0,"Copyright Tribune-Review Publishing Company Jun 17, 2020",0,GREENSBURG,PA,Northeast
2407661763,Newspapers,"Phillips, Kristine",USA Today (Online); Arlington,2020-05-29,"'An enormous red flag': After George Floyd's death, some call for a broader federal investigation",News,0,"Copyright USA Today, a division of Gannett Satellite Information Network, Inc. May 29, 2020",0,ARLINGTON,VA,South
2409423075,Newspapers,"Oppel, Richard A, Jr; Lazaro Gamio","The Press Democrat; Santa Rosa, Calif.",2020-06-04,Minneapolis police use force against black people at seven times the rate of whites,News,0,"Copyright Sonoma Media Investments, LLC Jun 4, 2020",0,SANTA ROSA,CA,West
2413220018,Newspapers,"Mannix, Andy; Jany, Libor","Star Tribune; Minneapolis, Minn.",2020-06-14,Turning point for power of police union,News,0,"Copyright Star Tribune Media Company LLC Jun 14, 2020",0,MINNEAPOLIS,MN,North Central
2408191332,Newspapers,"ALUND, NATALIE NEYSA","The Daily News Journal; Murfreesboro, Tenn.",2020-05-30,Leaders express outrage over death: Law enforcement chiefs react with emotion,News,0,Copyright 2020 - THE DAILY NEWS JOURNAL - All Rights Reserved.,0,MURFREESBORO,TN,South
2410329582,Newspapers,"ALUND, NATALIE NEYSA; BRINLEY HINEMAN; Tamburin, Adam","The Leaf Chronicle; Clarksville, Tenn.",2020-06-06,"Teens lead peaceful protest against racism, police brutality",News,0,Copyright 2020 - THE LEAF-CHRONICLE - All Rights Reserved.,0,CLARKSVILLE,TN,South
2424004607,Newspapers,"Elms, Sarah","The Blade; Toledo, Ohio",2020-06-21,Mayor defends wait on releasing video from protest; Push on for police body cameras,News,0,"Copyright The Blade Jun 21, 2020",0,TOLEDO,OH,North Central
2409488648,Newspapers,"Porter, Ira; Perez, Nick","The News Journal; Wilmington, Del.",2020-06-05,Dover protesters take to the streets: March was the second in as many days,News,0,Copyright 2020 - THE NEWS JOURNAL - All Rights Reserved.,0,WILMINGTON,DE,South
2408460189,Newspapers,NA,"Courier - Journal; Louisville, Ky.",2020-06-02,"Set police brutality ablaze, not our buildings",Editorial,0,Copyright 2020 - THE COURIER-JOURNAL - All Rights Reserved.,0,LOUISVILLE,KY,South
2408678084,Newspapers,"Ramsey, Ross",The Texas Tribune; Austin,2020-06-02,"Analysis: For a state in pain, a little empathy is only a start",News,0,"Copyright The Texas Tribune Jun 2, 2020",0,AUSTIN,TX,South
2408792101,Newspapers,"Tilove, Jonathan","Austin American Statesman; Austin, Tex.",2020-06-03,Abbott: US military not needed in Texas: Trump has told governors to use troops to ‘dominate the streets’ amid protests,News,0,"Copyright GateHouse Media, Inc. Jun 3, 2020",0,AUSTIN,TX,South
2409835306,Newspapers,Rana L. Cash; Louisville Courier Journal,USA Today (Online); Arlington,2020-06-06,"Looting is inexcusable, so is the ongoing police brutality that steals hopes and dreams",News,0,"Copyright USA Today, a division of Gannett Satellite Information Network, Inc. Jun 6, 2020",0,ARLINGTON,VA,South
2410077335,Newspapers,"Cash, Rana L","USA TODAY; McLean, Va.",2020-06-08,"Set racism, brutality on fire — not buildings","Commentary, Opinion",0,"Copyright USA Today, a division of Gannett Satellite Information Network, Inc. Jun 8, 2020",0,MCLEAN,VA,South
2411284017,Newspapers,"Ura, Alexa; Fernández, Stacy",The Texas Tribune; Austin,2020-06-10,"In George Floyd-inspired protests, Texas organizers find new allies in quest for police reforms",News,0,"Copyright The Texas Tribune Jun 10, 2020",0,AUSTIN,TX,South
2414001748,Newspapers,"Nakamura, David; Sonmez, Felicia; Mike DeBonis The","Daily Herald; Arlington Heights, Ill.",2020-06-17,Trump signs order on policing Order: Democrats say reform,News,0,"Copyright Daily Herald Jun 17, 2020",0,ARLINGTON HEIGHTS,IL,North Central
2413813881,Newspapers,"Nakamura, David; Sonmez, Felicia; DeBonis, Mike","The Washington Post; Washington, D.C.",2020-06-17,"As Trump signs policing order, critics call it weak",News,0,"Copyright WP Company LLC d/b/a The Washington Post Jun 17, 2020",0,WASHINGTON,DC,Northeast
2410994135,Newspapers,"VAISVILAS, FRANK","Green Bay Press Gazette; Green Bay, Wis.",2020-06-10,"Wisconsin's tribes support Floyd protests, provide security during riots",News,0,Copyright 2020 - GREEN BAY PRESS-GAZETTE - All Rights Reserved.,0,GREEN BAY,WI,North Central
2411450622,Newspapers,"VAISVILAS, FRANK","The Daily Tribune; Wisconsin Rapids, Wis.",2020-06-11,Wis. tribes support the Floyd protests,News,0,Copyright 2020 - THE DAILY TRIBUNE - All Rights Reserved.,0,WISCONSIN RAPIDS,WI,North Central
2411450543,Newspapers,"VAISVILAS, FRANK","Marshfield News Herald; Marshfield, Wis.",2020-06-11,State's tribes support protests: Members act as security during demonstrations,News,0,Copyright 2020 - MARSHFIELD NEWS-HERALD - All Rights Reserved.,0,MARSHFIELD,WI,North Central
2411450873,Newspapers,"VAISVILAS, FRANK","Wausau Daily Herald; Wausau, Wis.",2020-06-11,Wisconsin's tribes support Floyd protests,News,0,Copyright 2020 - WAUSAU DAILY HERALD - All Rights Reserved.,0,WAUSAU,WI,North Central
2412034306,Newspapers,"VAISVILAS, FRANK","Stevens Point Journal; Stevens Point, Wis.",2020-06-12,"Tribes back protests in Minnesota, aid security during riots",News,0,Copyright 2020 - STEVENS POINT JOURNAL - All Rights Reserved.,0,STEVENS POINT,WI,North Central
2409051916,Newspapers,"Jones, Chris; Lukach, Adam; Wong, Grace; Kindelsperger, Nick; Kasondra Van Treeck; Zumbach, Lauren; Elejalde-Ruiz, Alexia","Chicago Tribune; Chicago, Ill.",2020-06-04,A nervous peek outside [Corrected 06/04/2020]: Chicago stores and restaurants weigh getting back into business,News,0,"Copyright Tribune Publishing Company, LLC Jun 4, 2020",0,CHICAGO,IL,North Central
2420969910,Newspapers,"Pineda, Paulina","Arizona Republic; Phoenix, Ariz.",2020-07-08,"Tempe mayor is sworn in remotely: Woods faces challenges of virus, budget woes",News,0,Copyright 2020 - THE ARIZONA REPUBLIC - All Rights Reserved.,0,PHOENIX,AZ,West
2414937350,Newspapers,"Fernandez, Manny","New York Times, Late Edition (East Coast); New York, N.Y.",2020-06-19,Probe of Old Drug Cases Raises Questions About 2004 George Floyd Arrest [With graphic(s)],News,0,"Copyright New York Times Company Jun 19, 2020",0,NEW YORK,NY,Northeast
2408460521,Newspapers,"Ferrell, Scott","The Times; Shreveport, La.",2020-06-02,"Activists call for Shreveport police chief, officer resignations",News,0,Copyright 2020 - THE TIMES - All Rights Reserved.,0,SHREVEPORT,LA,South
2412321395,Newspapers,"Hair, Calley; Jerzy Shedlock s","Columbian; Vancouver, Wash.",2020-06-11,Groups call VPD to account in shootings,News,0,"Copyright Columbian Publishing Company Jun 11, 2020",0,VANCOUVER,WA,West
2409081698,Newspapers,"Boehm, Jessica; Garcia, Uriel J","Arizona Republic; Phoenix, Ariz.",2020-06-04,Protesters demand oversight of police: Funding urged for civilian review board,Feature,0,Copyright 2020 - THE ARIZONA REPUBLIC - All Rights Reserved.,0,PHOENIX,AZ,West
2423506052,Newspapers,NA,"Targeted News Service; Washington, D.C.",2020-07-14,ILWU Stands Down at West Coast Ports for Historic Juneteenth Action to Honor Black Lives,News,0,Targeted News Service,0,WASHINGTON,DC,Northeast
2407684371,Newspapers,"Shannon, Joel; Hauck, Grace",USA Today (Online); Arlington,2020-05-30,'Black history is this country’s history': George Floyd protests intensify across USA; hundreds arrested; 1 dead in Detroit,News,0,"Copyright USA Today, a division of Gannett Satellite Information Network, Inc. May 30, 2020",0,ARLINGTON,VA,South
2407821182,Newspapers,"WarrenHicks, Colin","Pensacola News Journal; Pensacola, Fla.",2020-05-31,Hundreds turn out to 'stand for justice' at Graffiti Bridge: Vigil remembers victims of violence and racism,News,0,Copyright 2020 - PENSACOLA NEWS JOURNAL - All Rights Reserved.,0,PENSACOLA,FL,South
2410457945,Newspapers,Ryan Mills; Devan Patel; Melanie Payne; Naples Daily News,USA Today (Online); Arlington,2020-06-08,Analysis: Most Florida officers disciplined for excessive force kept their jobs,News,0,"Copyright USA Today, a division of Gannett Satellite Information Network, Inc. Jun 8, 2020",0,ARLINGTON,VA,South
2410620183,Newspapers,"Woolston, George","Courier Post; Cherry Hill, N.J.",2020-06-09,"Pemberton Township marches for black lives: Speakers, organizers share stories of those who have been targeted",News,0,Copyright 2020 - COURIER-POST - All Rights Reserved.,0,CHERRY HILL,NJ,Northeast
2414911090,Newspapers,"McKay, Dan",Albuquerque Journal; Albuquerque,2020-06-19,Senate passes camera requirement for police,News,0,"Copyright Albuquerque Publishing Company Jun 19, 2020",0,ALBUQUERQUE,NM,West
2407967692,Newspapers,"Herron, Arika","Indianapolis Star; Indianapolis, Ind.",2020-06-01,People of faith add voices to protests: Names of people killed by police read at 'die in',News,0,Copyright 2020 - THE INDIANAPOLIS STAR - All Rights Reserved.,0,INDIANAPOLIS,IN,North Central
2417966365,Newspapers,"Parra, Esteban","The News Journal; Wilmington, Del.",2020-06-29,"Why did police shoot Jabri Hunter?: Officers opened fire on a Delaware man in April, but what sparked such action remains unclear",News,0,Copyright 2020 - THE NEWS JOURNAL - All Rights Reserved.,0,WILMINGTON,DE,South
2412039995,Newspapers,"Jesse, Paul","Fort Collins Coloradoan; Fort Collins, Colo.",2020-06-12,Police bill would ban carotid restraint: Accountability legislation nears passage in legislature,News,0,Copyright 2020 - FORT COLLINS COLORADOAN - All Rights Reserved.,0,FORT COLLINS,CO,West
2417166159,Newspapers,"Melendez, Pilar",The Daily Beast; New York,2020-06-25,‘Bullies With Badges’: Colorado Takes Another Look at Elijah McClain’s Death in Custody: Elijah McClain had been walking home from the grocery store when he was put into a chokehold by police and injected with ketamine.,News,0,"Copyright The Newsweek/Daily Beast Company LLC Jun 25, 2020",0,NEW YORK,NY,Northeast
2417265349,Newspapers,"Flores, Jessica; Miller, Ryan W",USA Today (Online); Arlington,2020-06-26,Protest updates: Minneapolis council to vote on abolishing police; Elijah McClain's death investigation reopened,News,0,"Copyright USA Today, a division of Gannett Satellite Information Network, Inc. Jun 26, 2020",0,ARLINGTON,VA,South
